sequence	trait1	metadata_NSTI
Alicyclobacillus_tengchongensis-_-KF772795--_ACK006_T	3636618.59279181	0.15132
Alicyclobacillus_tolerans-_-Z21979--_K1_T	3636618.59279181	0.1647
Alicyclobacillus_vulcanalis-_-AB222267--_DSM_16176_T	3636618.59279181	0.02937
Alienimonas_californiensis-_-MK554521--_CA12_T	6231215.54451844	0.35376
Alienimonas_chondri-_-MN757873--_LzC2_T	6231215.54451844	0.3349
Aliibacillus_thermotolerans-_-KT999394--_BM62_T	4053190.02459681	0.152141
Aliicoccus_persicus-_-HQ433462--_A76_T	2989733.12063046	0.134601
Aliidiomarina_celeris-_-KY941136--_F3105_T	2765328.206702	0.17153
Aliidiomarina_halalkaliphila-_-MN155747--_IM1326_T	2765328.206702	0.1675
Aliidiomarina_haloalkalitolerans-_-FN995239--_AK5_T	2765328.206702	0.14944
Aliidiomarina_indica-_-MT549675--_SW123T	2765328.206702	0.15431
Aliidiomarina_iranensis-_-KF724186--_GBPy7_T	2765328.206702	0.14192
Aliidiomarina_maris-_-EU723884--_CF12-14_T	2765328.206702	0.12325
Aliidiomarina_minuta-_-HM851284--_MLST1_T	2765328.206702	0.13162
Aliidiomarina_quisquiliarum-_-OL989209--_Y-6T	2765328.206702	0.1815
Aliidiomarina_sanyensis-_-JX981923--_GYP-17_T	2765328.206702	0.16524
Aliidiomarina_sedimenti-_-KU870747--_GBSy1_T	2765328.206702	0.13441
Aliidiomarina_shirensis-_-JF922381--_AIS_T	2765328.206702	0.13772
Aliidiomarina_soli-_-KX355166--_Y4G10-17_T	2765328.206702	0.12805
Aliidiomarina_taiwanensis-_-HQ537484--_AIT1_T	2765328.206702	0.17055
Aliidongia_dinghuensis-_-KX426600--_7M-Z19_T	4140190.78850354	0.188011
Aliiglaciecola_aliphaticivorans-_-KM007165--_GSD6_T	4588771.35955974	0.07493
Aliiglaciecola_lipolytica-_-EU183316--_E3_T	4498879.01246557	0.12491
Aliiglaciecola_litoralis-_-AB473549--_Sd_2-38_-=_KMM_3894-_T	4498879.01246557	0.10652
Aliikangiella_coralliicola-_-MN094887--_M105_T	3626517.44711845	0.14657
Aliikangiella_marina-_-KR078283--_GYP-15_T	3626517.44711845	0.15629
Aliinostoc_morphoplasticum-_-KY403996--_NOS_T	3512881.57510581	0.266621
Aliiroseovarius_crassostreae-_-AF114484--_CV919-312_LTP__T	4051663.25941943	0.116221
Aliiroseovarius_halocynthiae-_-HQ852039--_MA1-10_T	4051663.25941943	0.131781
Aliiroseovarius_marinus-_-MK095627--_A6024_T	4051663.25941943	0.128111
Aliiroseovarius_pelagivivens-_-KP662554--_GYSW-22_T	4051663.25941943	0.134641
Aliiroseovarius_sediminilitoris-_-JQ739459--_M-M10_T	4051663.25941943	0.113331
Aliiroseovarius_sediminis-_-OM943767--_N1F302T	4051663.25941943	0.136351
Aliiroseovarius_subalbicans-_-OM943771--_N1Y82T	4051663.25941943	0.145901
Aliiroseovarius_zhejiangensis-_-KP261821--_JB3_T	4051663.25941943	0.120621
Aliishimia_ponticola-_-MK353796--_MYP11_T	4350404.78754511	0.11826
Aliivibrio_finisterrensis-_-EU541604--_CECT_7228_T	4522616.07752811	0.02711
Aliivibrio_fischeri-_-X74702--_ATCC774T_T	4522616.07752811	0.04355
Aliivibrio_logei-_-AJ437616--_NCIMB_2252_T	4522616.07752811	0.02176
Aliivibrio_salmonicida-_-X70643--_NCMB_2262_LTP__T	4522616.07752811	0.03087
Aliivibrio_sifiae-_-AB464964--_H1-1_T	4522616.07752811	0.00909
Alishewanella_aestuarii-_-ALAB01000035--_B11_T	4390938.89946937	0.24209
Alishewanella_agri-_-AKKU01000023--_BL06_T	4390938.89946937	0.22731
Alishewanella_alkalitolerans-_-KX449147--_LNK-7.1_T	4390938.89946937	0.21358
Alishewanella_fetalis-_-AF144407--_CCUG_30811_T	4390938.89946937	0.23363
Alishewanella_jeotgali-_-EU817498--_MS1_T	4390938.89946937	0.24136
Alishewanella_solinquinati-_-EU574916--_NCIM_5295_T	4390938.89946937	0.22084
Alishewanella_tabrizica-_-GQ505294--_RCRI4_T	4390938.89946937	0.21263
Alistipes_communis-_-LC468799--_5CBH24_T	3832979.72382193	0.08207
Alistipes_dispar-_-LC468801--_5CPEGH6_T	3832979.72382193	0.0394
Alistipes_finegoldii-_-AB554230--_JCM_16770_T	3832979.72382193	0.04654
Alistipes_hominis-_-MT905167--_NSJ-20_T	3832979.72382193	0.12694
Alistipes_ihumii-_-JX101692--_AP11_T	3832979.72382193	0.13665
Alistipes_indistinctus-_-AB600999--_JCM_16068_T	3832979.72382193	0.13666
Alistipes_inops-_-JRGF01000044--_627_T	3832979.72382193	0.12059
Alistipes_onderdonkii_subsp._onderdonkii-_-ARFY01000032--_DSM_19147_T	3832979.72382193	0.05221
Alistipes_onderdonkii_subsp._vulgaris-_-LC468789--_3BBH6_T	3832979.72382193	0.05294
Alistipes_putredinis-_-ABFK02000016--_DSM_17216_T	3832979.72382193	0.03452
Alistipes_timonensis-_-JF824799--_JC136_T	3832979.72382193	0.04189
Alitiscatomonas_aceti-_-JAOQJF000000000--_f_CCE_T	4014777.81427744	0.091041
Alkalibacillus_aidingensis-_-MN251019--_YIM_98829T	3836653.06791074	0.10002
Alkalibacillus_almallahensis-_-KC968225--_S1LM8_T	3836653.06791074	0.14567
Alkalibacillus_filiformis-_-AJ493661--_4AG_T	3836653.06791074	0.11268
Alkalibacillus_flavidus-_-EU874387--_ISL-17_T	3836653.06791074	0.1367
Alkalibacillus_haloalkaliphilus-_-AB681948--_NBRC_103110_T	3836653.06791074	0.10493
Alkalibacillus_halophilus-_-DQ359731--_YIM_012_T	3836653.06791074	0.15534
Alkalibacillus_salilacus-_-AY671976--_BH163_T	3836653.06791074	0.15613
Alkalibacillus_silvisoli-_-AB264528--_BM2_T	3836653.06791074	0.1083
Alkalibacter_mobilis-_-MK790115--_M17_DMBT	3612710.78101551	0.16834
Alkalibacter_rhizosphaerae-_-MW513477--_ES005T	3612710.78101551	0.17319
Alkalibacter_saccharofermentans-_-AY312403--_Z-79820_T	3612710.78101551	0.17753
Alkalibacterium_gilvum-_-AB690566--_3AD-1_T	2861124.29133167	0.18434
Alkalibacterium_iburiense-_-AB188091--_M3_T	2861124.29133167	0.16141
Alkalibacterium_indicireducens-_-AB268549--_A11_T	2861124.29133167	0.15366
Alkalibacterium_kapii-_-AB681991--_NBRC_103247_T	2861124.29133167	0.17746
Alkalibacterium_olivapovliticus-_-AF143511--_WW2-SN4a_T	2861124.29133167	0.16199
Alkalibacterium_pelagium-_-AB681986--_NBRC_103242_T	2861124.29133167	0.15229
Alkalibacterium_psychrotolerans-_-AB294176--_JCM_12281_T	2861124.29133167	0.17161
Alkalibacterium_putridalgicola-_-AB681987--_NBRC_103243_T	2861124.29133167	0.16154
Alkalibacterium_subtropicum-_-AB555562--_O24-2_T	2861124.29133167	0.16222
Alkalibacterium_thalassium-_-AB681985--_NBRC_103241_T	2861124.29133167	0.15091
Alkalibaculum_bacchi-_-FJ438469--_CP11_T	3612710.78101551	0.17845
Alkalibaculum_sporogenes-_-MK779772--_M08DMB_T	3612710.78101551	0.19264
Alkalicaulis_satelles-_-MK578529--_G-192__T	3786989.44793152	0.192211
Alkalicella_caledoniensis-_-KR349724--_LB2_T	3481430.09830967	0.264481
Alkalicoccobacillus_murimartini-_-AJ316316--_LMG_21005_T	4181496.32820099	0.01518
Alkalicoccobacillus_porphyridii-_-MN080901--_P16_/type_materialtype_strain_of_AlkalicoccobacillusporphyridiiT	4181496.32820099	0.0373
Alkalicoccus_chagannorensis-_-AM492159--_CG-15_T	4024189.36145741	0.06314
Alkalicoccus_daliensis-_-GU583651--_DLS13_T	4024189.36145741	0.05335
Alkalicoccus_luteus-_-HE996968--_JC167_T	4024189.36145741	0.05779
Alkalicoccus_saliphilus-_-AJ493660--_6AG_T	4024189.36145741	0.03126
Alkalicoccus_urumqiensis-_-KM066107--_BZ-SZ-XJ18_T	4024189.36145741	0.05933
Alkaliflexus_imshenetskii-_-FR839023--_DSM_15055_T	4603635.87356908	0.084662
Alkalihalobacillus_alcalophilus-_-X76436--_DSM_485_LTP__T	4181496.32820099	0.07914
Alkalihalobacillus_algicola-_-AY228462--_KMM_3737_T	4181496.32820099	0.12819
Alkalihalobacillus_alkalilacus-_-LT844663--_AK73_T	4181496.32820099	0.10605
Alkalihalobacillus_hemicentroti-_-HM460885--_JSM_076093_T	4181496.32820099	0.14335
Alkalihalobacillus_macyae-_-AY032601--_JMM-4_T	4181496.32820099	0.12568
Alkalihalobacillus_pseudalcaliphilus-_-X76449--_DSM_8725_LTP__T	4181496.32820099	0.09089
Alkalihalobacillus_trypoxylicola-_-AB681895--_NBRC_102646_T	4181496.32820099	0.09374
Alkalihalobacterium_alkalinitrilicum-_-EF422411--_ANL-iso4_T	4181496.32820099	0.12861
Alkalihalobacterium_bogoriense-_-AY376312--_LBB3_T	4181496.32820099	0.0936
Alkalihalobacterium_elongatum-_-KX171019--_MEB199T	4181496.32820099	0.12785
Alkalihalophilus_lindianensis-_-KP954690--_12-3_T	4045230.91469671	0.104
Alkalihalophilus_marmarensis-_-EU621902--_GMBE72_T	4045230.91469671	0.11415
Alkalihalophilus_pseudofirmus-_-X76439--_DSM_8715_LTP__T	4045230.91469671	0.1075
Alkalilactibacillus_ikkensis-_-EU281853--_GCM68_T	3835427.81788095	0.139611
Alkalilacustris_brevis-_-MF664222--_34079_T	4475635.81999513	0.116511
Alkalilimnicola_halodurans-_-AJ404972--_34Alc_LTP__T	3002258.42819912	0.01747
Alkalimarinus_coralli-_-MZ262976--_SCSIO12582_T	4498591.36545986	0.17738
Alkalimarinus_sediminis-_-KP178167--_FA028_T	4498591.36545986	0.17388
Alkalimonas_amylolytica-_-AF250323--_N10_T	4390938.89946937	0.17717
Alkalimonas_collagenimarina-_-AB270706--_AC40_-=_JCM_14267-_=_NCIMB_14266-_T	4390938.89946937	0.16657
Alkalimonas_delamerensis-_-X92130--_1E1_=_CBS391.94_=_DSM18314_=_CGMCC16297_T	4390938.89946937	0.16943
Alkalinema_pantanalense-_-KF246494--_CENA528_T	3512881.57510581	0.228411
Alkaliphilus_crotonatoxidans-_-AF467248--_B11-2_T	3898530.02028164	0.10869
Alkaliphilus_flagellatus-_-MZ310598--_MSJ-5_T	3898530.02028164	0.05963
Alkaliphilus_halophilus-_-EU627628--_E2R_T	3898530.02028164	0.07414
Alkaliphilus_hydrothermalis-_-KJ159210--_FatMR1_T	3898530.02028164	0.08117
Alkaliphilus_namsaraevii-_-KJ196388--_X-07-2_T	3898530.02028164	0.09249
Alkaliphilus_peptidifermentans-_-EF382660--_Z-7036_T	3898530.02028164	0.11275
Alkaliphilus_pronyensis-_-KJ159207--_LacV_T	3898530.02028164	0.10737
Alkaliphilus_serpentinus-_-KJ159208--_LacT_T	3898530.02028164	0.11019
Alkaliphilus_transvaalensis-_-AB037677--_SAGM1_T	3898530.02028164	0.09043
Alkalisalibacterium_limincola-_-MN959862--_Alg18-2.2_/type_materialtype_strain_of_AlcalisalibacteriumlimoincolaT	4213978.48279168	0.13425
Alkalispirillum_mobile-_-AF114783--_SL-1_LTP__T	3002258.42819912	0.040001
Alkalispirochaeta_alkalica-_-X93927--_Z-7491_T	3291663.96811855	0.19055
Alkalispirochaeta_americana-_-AF373921--_ASpG1-_ATCC_BAA-392-_DSM_14872_T	3291663.96811855	0.18636
Alkalispirochaeta_cellulosivorans-_-HG531387--_JC227_T	3291663.96811855	0.19754
Alkalispirochaeta_odontotermitis-_-HF968430--_JC202_T	3291663.96811855	0.19336
Alkalispirochaeta_sphaeroplastigenens-_-HE806187--_JC133_T	3291663.96811855	0.19334
Alkanibacter_difficilis-_-AJ313020--_MN_154.3_LTP__T	3747653.54411592	0.272581
Alkanindiges_hongkongensis-_-AF543466--_HKU9_T	3209889.44668639	0.10175
Alkanindiges_illinoisensis-_-AF513979--_MVAB_Hex1_T	3209889.44668639	0.09485
Allgaiera_indica-_-HM050420--_20V17_T	4475635.81999513	0.104501
Allisonella_histaminiformans-_-AF548373--_MR2_T	2224636.55224005	0.068331
Alloacidobacterium_dinghuense-_-MT892922--_4Y35_T	5045116.8599481	0.064802
Allobacillus_halotolerans-_-FJ347755--_B3A_T	4053190.02459681	0.14274
Allobacillus_salarius-_-LC215448--_SKP4-8_T	4053190.02459681	0.13988
Allobacillus_saliphilus-_-LC215449--_SKP8-2_T	4053190.02459681	0.13642
Allobaculum_fili-_-MZ153115--_539T	2280885.38192892	0.199441
Allobaculum_mucilyticum-_-MZ153114--_128T	2280885.38192892	0.207151
Allobaculum_stercoricanis-_-ARAE01000003--_DSM_13633_T	2280885.38192892	0.214381
Allobranchiibius_huperziae-_-KX527846--_CPCC_204077_T	3856301.55887445	0.095841
Allocatelliglobosispora_scoriae-_-FN386736--_Sco-B14_T	6032446.82021616	0.100001
Allochromatium_humboldtianum-_-EU442182--_AX1YPE_T	3737008.86390906	0.06339
Allochromatium_minutissimum-_-Y12369--_DSM_1376_T	3737008.86390906	2e-05
Allochromatium_phaeobacterium-_-AM712619--_JA144_T	3737008.86390906	0.06684
Allochromatium_renukae-_-AM399029--_JA136_T	3737008.86390906	0.04366
Allochromatium_tepidum-_-AF384209--_NZT	3737008.86390906	0.05421
Allochromatium_warmingii-_-Y12365--_DSM_173_T	3737008.86390906	0.07862
Allocoprobacillus_halotolerans-_-ON553235--_LH1062_/type_materialtype_strain_of_AllocoprobacillushalotoleransT	2914558.23204478	0.297161
Allofrancisella_frigidaquae-_-JN620409--_SYSU_10HL1970_T	1886137.47857906	0.01684
Allofrancisella_inopinata-_-JN620412--_SYSU_YG23_T	1886137.47857906	0.01544
Allofustis_seminis-_-ARFP01000003--_DSM_15817_T	2861124.29133167	0.273801
Allohahella_antarctica-_-EF495227--_IMCC3113_T	5467267.91023303	0.10768
Allohahella_marinimesophila-_-HQ834530--_H94_T	5467267.91023303	0.10319
Allohumibacter_endophyticus-_-JQ723726--_MWE-A11_T	3987553.70977023	0.015502
Alloiococcus_otitis-_-AGXA01000033--_ATCC_51267_T	2861124.29133167	0.242601
Allokutzneria_albata-_-AJ512462--_DSM_44149_T	7934167.06635122	0.07685
Allokutzneria_multivorans-_-JQ306329--_YIM_120521_T	7934167.06635122	0.08177
Allokutzneria_oryzae-_-AB841026--_R8-39_T	7934167.06635122	0.07046
Allonocardiopsis_opalescens-_-JQ309825--_I10A-01259_T	6527461.14626503	0.133341
Alloprevotella_rava-_-JQ039189--_81/4-12_T	4404720.14388777	0.26411
Alloprevotella_tannerae-_-ACIJ02000018--_ATCC_51259_T	4404720.14388777	0.29358
Allopusillimonas_ginsengisoli-_-EF672088--_DCY25_T	4062487.5190888	0.07791
Allorhizobium_borbori-_-EF125187--_DN316_T	5961377.12383719	0.06446
Allorhizobium_oryzae-_-EU056823--_Alt_505_T	5718168.45551251	0.0802
Allorhizobium_oryziradicis-_-KX129901--_N19_T	5878694.70901356	0.04002
Allorhizobium_pseudoryzae-_-DQ454123--_J3-A127_T	5718168.45551251	0.0948
Allorhizobium_sonneratiae-_-MZ817998--_BGMRC0089_T	5878694.70901356	0.06035
Allorhizobium_taibaishanense-_-HM776997--_CCNWSX_0483_T	5878694.70901356	0.01395
Allorhizobium_terrae-_-KU248159--_CC-HIH110_T	5878694.70901356	0.03122
Allorhizobium_undicola-_-Y17047--_LMG_11875_T	5718168.45551251	0.08231
Allorhizobium_vitis-_-U45329--_NCPPB3554_T	5878694.70901356	0.00364
Allorhizocola_rhizosphaerae-_-KX128909--_CPCC_204380_T	6032446.82021616	0.101471
Allosaccharopolyspora_coralli-_-KY072800--_E2A_T	8005320.67803796	0.087191
Allosalinactinospora_lopnorensis-_-KF284163--_CA15-2_T	6527461.14626503	0.138351
Alloscardovia_criceti-_-AQXR01000010--_DSM_17774_T	2323140.6978465	0.112811
Alloscardovia_macacae-_-JQ363617--_M8_T	2323140.6978465	0.138891
Alloscardovia_omnicolens-_-AM419460--_CCUG_31649_T	2323140.6978465	0.107941
Alloscardovia_theropitheci-_-MK614057--_GLDI4_T	2323140.6978465	0.132161
Alloscardovia_venturai-_-KT343144--_MOZIV_T	2323140.6978465	0.107551
Allosediminivita_pacifica-_-KC018453--_22DY03_T	4350404.78754511	0.181101
Allosphingosinicella_indica-_-HQ449390--_Dd16_T	4791125.26919852	0.10735
Allosphingosinicella_vermicomposti-_-FJ442859--_YC7378_T	4338565.06112115	0.11124
Allostreptomyces_psammosilenae-_-KX689228--_YIM_DR4008_T	5757896.01893732	0.108291
Alpinimonas_psychrophila-_-GU784868--_Cr8-25_T	3420292.69274315	0.071661
Alsobacter_metallidurans-_-AB231946--_SK200a-9_T	4763754.46216927	0.10606
Alsobacter_soli-_-MG654667--_SH9_T	4763754.46216927	0.1104
Altererythrobacter_aerius-_-KU311004--_100921-2_T	3305218.06919389	0.04639
Altererythrobacter_aerophilus-_-MG183676--_Ery1_T	3305218.06919389	0.04498
Altererythrobacter_aestiaquae-_-KJ658262--_HDW-31_T	3257382.07663222	0.060011
Altererythrobacter_aestuarii-_-FJ997597--_KYW147_T	3241589.47474598	0.05366
Altererythrobacter_amylolyticus-_-KX601069--_NS1_T	3833115.84174091	0.05027
Altererythrobacter_aquaemixtae-_-KY614064--_JSSK-8_T	3257382.07663222	0.052811
Altererythrobacter_aquiaggeris-_-KX812543--_KEM-3_T	3257382.07663222	0.085511
Altererythrobacter_aquimixticola-_-MK194299--_SSKS-13_T	3461044.06214781	0.04629
Altererythrobacter_buctensis-_-KJ599648--_M0322_T	3461044.06214781	0.05644
Altererythrobacter_flavus-_-KX099616--_MS1-4_T	3461044.06214781	0.03922
Altererythrobacter_fulvus-_-KY117470--_S-54_T	3833115.84174091	0.05869
Altererythrobacter_gangjinensis-_-JF751048--_KJ7_T	3257382.07663222	0.068021
Altererythrobacter_halimionae-_-KY310593--_CPA-5_T	3241589.47474598	0.06185
Altererythrobacter_insulae-_-MH206217--_BPTF-M16_T	3257382.07663222	0.05883
Altererythrobacter_ishigakiensis-_-AB363004--_NITE-AP48_T	3257382.07663222	0.07045
Altererythrobacter_lauratis-_-KX808673--_YIM_75003_T	3461044.06214781	0.05433
Altererythrobacter_lutimaris-_-MT591299--_JGD-16T	3229790.40113138	0.06474
Altererythrobacter_lutipelagi-_-LT797153--_GH1-16_T	3241589.47474598	0.04501
Altererythrobacter_mangrovi-_-MF034045--_C9-11_T	3461044.06214781	0.04935
Altererythrobacter_marinus-_-EU726272--_H32_T	3305218.06919389	0.04425
Altererythrobacter_oceanensis-_-KF924606--_Y2_T	3461044.06214781	0.05868
Altererythrobacter_palmitatis-_-KX808674--_YIM_75004_T	3461044.06214781	0.05577
Altererythrobacter_rigui-_-KP997219--_WW3_T	3305218.06919389	0.03701
Altererythrobacter_rubellus-_-LC382140--_KMU-45_T	3257382.07663222	0.06553
Altererythrobacter_salegens-_-KT886062--_XY-R17_T	3461044.06214781	0.04114
Altererythrobacter_troitsensis-_-AY676115--_KMM_6042_T	3305218.06919389	0.01308
Altererythrobacter_xiamenensis-_-KC520828--_LY02_T	3037294.62755355	0.03606
Altererythrobacter_xinjiangensis-_-HM028673--_S3-63_T	3305218.06919389	0.03692
Altererythrobacter_xixiisoli-_-KJ150597--_S36_T	3229790.40113138	0.07861
Alteribacillus_alkaliphilus-_-HG799487--_JC229_T	4053190.02459681	0.13012
Alteribacillus_bidgolensis-_-HQ433453--_P4B_T	4053190.02459681	0.12247
Alteribacillus_iranensis-_-HQ433452--_X5B_T	4053190.02459681	0.11683
Alteribacillus_persepolensis-_-FM244839--_HS_136_T	4053190.02459681	0.14207
Alteribacter_aurantiacus-_-AJ605773--_K1-5_T	4409255.03929823	0.07482
Alteribacter_keqinensis-_-MG490166--_KQ-3_T	4409255.03929823	0.05967
Alteribacter_lacisalsi-_-ON072220--_YSP-3T	4409255.03929823	0.0548
Alteribacter_natronophilus-_-MG189964--_M30_T	4409255.03929823	0.07067
Alteribacter_populi-_-KY612313--_FJAT-45347_T	4075389.41984022	0.07476
Altericroceibacterium_endophyticus-_-KY310591--_BR75_T	3888335.90557234	0.08581
Altericroceibacterium_indicum-_-DQ399262--_MSSRF26_T	3888335.90557234	0.09114
Altericroceibacterium_spongiae-_-MG437235--_HN-Y73_T	3888335.90557234	0.08579
Alterinioella_nitratireducens-_-MK880579--_DY48A3-103_T	4350404.78754511	0.138151
Alteripontixanthobacter_maritimus-_-KF385494--_HME9302_T	3241589.47474598	0.07977
Alteripontixanthobacter_muriae-_-MN918268--_SALINAS58_T	3257382.07663222	0.049031
Alteriqipengyuania_abyssalis-_-MZ569434--_NZ-12BT	3229790.40113138	0.07787
Alteriqipengyuania_lutimaris-_-KJ870094--_S-5_T	3229790.40113138	0.07492
Alterococcus_agarolyticus-_-AF075271--_ADT3-_BCRC17102_T	4305179.33826576	0.227032
Alteromonas_aestuariivivens-_-KY497472--_JDTF-113_T	4498879.01246557	0.05344
Alteromonas_alba-_-MG856904--_190_T	4498879.01246557	0.06542
Alteromonas_alteriprofundi-_-JABBXD010000000--_HHU_13199_T	4498879.01246557	0.07592
Alteromonas_alterisediminis-_-MG745360--_N102_T	4473037.05172811	0.04552
Alteromonas_antoniana-_-JAESDH010000001--_MD_567_source__________/type_materialtype_strain_of_Alteromonas_antonianaT	4473037.05172811	0.06174
Alteromonas_chungwhensis-_-AY553295--_BH030046_T	4498879.01246557	0.09408
Alteromonas_confluentis-_-KR094792--_DSSK2-12_T	4498879.01246557	0.06618
Alteromonas_facilis-_-MG244284--_P0213_T	4498879.01246557	0.08083
Alteromonas_flava-_-MG244283--_P0211_T	4498879.01246557	0.08502
Alteromonas_fortis-_-MK007076--_ATCC_43554_T	4473037.05172811	0.02117
Alteromonas_genovensis-_-AM885866--_LMG_24078_T	4473037.05172811	0.0406
Alteromonas_gracilis-_-AB920393--_9a2_T	4473037.05172811	0.02035
Alteromonas_halophila-_-EU583725--_JSM_073008_T	4473037.05172811	0.06801
Alteromonas_hispanica-_-AY926460--_F-32_T	4473037.05172811	0.0392
Alteromonas_iocasae-_-MK537380--_KX18D6_T	4498879.01246557	0.07523
Alteromonas_lipolytica-_-KX146484--_JW12_T	4498879.01246557	0.04861
Alteromonas_lipotrueae-_-JAESDJ010000001--_MD_674T	4871522.38418885	0.01188
Alteromonas_lipotrueiana-_-JAESDK010000001--_PS_109_source__________/type_materialtype_strain_of_Alteromonas_lipotrueianaT	4473037.05172811	0.04613
Alteromonas_litorea-_-AY428573--_TF-22_T	4473037.05172811	0.04826
Alteromonas_lutimaris-_-HQ340609--_DPSR-4_T	4498879.01246557	0.07168
Alteromonas_macleodii-_-Y18228--_DSM_6062_T	4473037.05172811	0.02027
Alteromonas_marina-_-AF529060--_SW-47_T	4473037.05172811	0.03707
Alteromonas_mediterranea-_-CP001103--_DE_T	4473037.05172811	0.02172
Alteromonas_naphthalenivorans-_-GU166736--_SN2_T	4871522.38418885	0.01118
Alteromonas_oceani-_-MF687202--_S35_T	4498879.01246557	0.06192
Alteromonas_pelagimontana-_-LT593862--_5.12_T	4498879.01246557	0.08555
Alteromonas_ponticola-_-MT240518--_MYP5_T	4498879.01246557	0.07037
Alteromonas_portus-_-MG994978--_HB161718_T	4473037.05172811	0.01677
Alteromonas_profundi-_-MN940442--_345S023_T	4473037.05172811	0.04199
Alteromonas_sediminis-_-MF797951--_U0105_T	4498879.01246557	0.07733
Alteromonas_simiduii-_-DQ836766--_BCRC_17572_T	4473037.05172811	0.01756
Alteromonas_tagae-_-DQ836765--_BCRC_17571_T	4473037.05172811	0.04057
Alysiella_crassa-_-AB087264--_IAM_14969_T	2990758.66731138	0.09963
Alysiella_filiformis-_-AF487710--_ATCC_15532_T	2990758.66731138	0.09196
Amantichitinum_ursilacus-_-FN994890--_IGB-41_T	3913159.25561846	0.179841
Amaricoccus_kaplicensis-_-U88041--_Ben101_T	3954646.33120309	0.14632
Amaricoccus_macauensis-_-U88042--_Ben104_T	3954646.33120309	0.17753
Amaricoccus_solimangrovi-_-MK253262--_HB172011_T	3954646.33120309	0.17001
Amaricoccus_tamworthensis-_-U88044--_Ben103_T	3954646.33120309	0.16993
Amaricoccus_veronensis-_-U88043--_Ben102_T	3954646.33120309	0.17827
Amazonocrinis_malviyae-_-OM569675--_19C-PST	3512881.57510581	0.27728
Amazonocrinis_nigriterrae-_-MW326972--_CENA67_T	3512881.57510581	0.27008
Amedibacillus_dolichus-_-AB649277--_JCM_10413_T	2280885.38192892	0.23273
Amedibacillus_hominis-_-ON098491--_NSJ-176T	2280885.38192892	0.25131
Amedibacterium_intestinale-_-KR185326--_N6H1-5_T	2280885.38192892	0.23741
Amedibacterium_intestinale-_-LC509015--_9CBEGH2_T	2280885.38192892	0.240171
Ameyamaea_chiangmaiensis-_-AB303366--_BCC_15744_T	3539089.04882405	0.055732
Aminicella_lysinilytica-_-AB298740--_WN037_T	3652277.45434623	0.166841
Aminiphilus_circumscriptus-_-AY642589--_ILE-2_T	2257363.59907839	0.165892
Aminipila_butyrica-_-AB298771--_FH042_T	3652277.45434623	0.12575
Aminipila_luticellarii-_-MN796258--_JN-18T	3652277.45434623	0.14249
Aminipila_terrae-_-MN647129--_CBA3637_T	3652277.45434623	0.13434
Aminithiophilus_ramosus-_-OM215197--_J.5.4.2-T.3.5.2T	2257363.59907839	0.160542
Aminivibrio_pyruvatiphilus-_-AB623229--_4F6E_T	2255518.80072978	0.159331
Aminobacter_aganoensis-_-AJ011760--_DSM7051T_T	6160713.08241559	0.0029
Aminobacter_anthyllidis-_-FR869633--_STM_4645_T	6160713.08241559	0.01011
Aminobacter_carboxidus-_-MN744352--_DSM_1086T_T	6160713.08241559	0.00939
Aminobacter_ciceronei-_-AF034798--_IMB-1_T	6160713.08241559	0.0065
Aminobacter_lissarensis-_-AF107722--_CC495_T	6160713.08241559	0.0101
Aminobacter_niigataensis-_-AJ011761--_DSM7050T_T	6160713.08241559	0.0029
Aminobacterium_mobile-_-AF073521--_ILE-3_T	2255518.80072978	0.10244
Aminobacterium_thunnarium-_-KJ159211--_OTA_102_T	2255518.80072978	0.06537
Aminomonas_paucivorans-_-AF072581--_GLU-3_T	2380420.82120563	0.155481
Ammonifex_degensii-_-CP001785--_KC4_T	2807403.71749401	0.20549
Ammonifex_thiophilus-_-EF554597--_SR_T	2807403.71749401	0.2116
Ammoniibacillus_agariperforans-_-AB745450--_FAB2_T	5778532.13206236	0.195321
Ammoniphilus_oxalaticus-_-Y14578--_RAOx1_T	4021538.79192561	0.20355
Ammoniphilus_oxalivorans-_-Y14580--_RAOx-FS_T	4021538.79192561	0.20078
Ammoniphilus_resinae-_-HM193518--_CC-RT-E_T	4021538.79192561	0.19242
Amnibacterium_endophyticum-_-MG065698--_1T4Z-3_T	3420292.69274315	0.08591
Amnibacterium_flavum-_-MG836702--_M8JJ-5_T	3420292.69274315	0.07382
Amnibacterium_kyonggiense-_-FJ527819--_KSL51201-037_T	3420292.69274315	0.07958
Amnibacterium_setariae-_-MH161601--_DD4a_T	3420292.69274315	0.09095
Amnibacterium_soli-_-KC251736--_PB243_T	3420292.69274315	0.08648
Amniculibacterium_aquaticum-_-MG603666--_KYPW7_T	3811929.56134448	0.087241
Amnimonas_aquatica-_-MF682432--_HR-E_T	3209889.44668639	0.128501
Amorphus_coralli-_-DQ097300--_RS.Sph.026_T	4242334.39094891	0.12203
Amorphus_orientalis-_-FJ998414--_YIM_D10_T	4242334.39094891	0.11569
Amorphus_suaedae-_-KC006961--_YC6899_T	4242334.39094891	0.12988
Amphibacillus_cookii-_-HM057160--_JW/BP-GSL-QD_T	3835427.81788095	0.11441
Amphibacillus_iburiensis-_-AB736274--_N314_T	3835427.81788095	0.04234
